Price,Size,Rooms,Toilets,Suites,Parking,New
833000,119,3,4,3,3,0
680000,95,3,2,1,2,0
438100,65,3,2,1,1,0
490000,80,2,2,1,2,0
493000,77,2,2,1,1,0
358000,59,3,2,1,1,0
448000,59,2,2,1,1,0
295000,54,2,2,1,1,0
220000,52,2,2,1,1,0
215000,40,1,2,1,1,0
310000,78,3,2,1,1,0
250000,47,2,2,1,1,0
360000,70,3,2,1,1,0
260000,52,2,2,1,1,0
169000,41,2,2,1,1,0
265000,56,2,2,1,1,0
350000,70,3,2,1,1,0
330000,72,3,2,1,1,0
220000,52,2,2,1,1,0
149900,33,1,2,1,1,0
159000,30,1,2,1,1,0
340000,56,2,2,1,1,0
220000,48,2,2,1,1,0
300000,66,3,2,1,1,0
270000,62,2,2,1,1,0
242000,50,2,2,1,1,0
265000,52,2,2,1,1,0
244000,47,2,2,1,1,0
265000,54,2,2,1,1,0
265000,90,2,2,1,1,0
199900,47,2,2,1,1,0
230000,47,2,2,1,1,0
245000,48,2,2,1,1,0
220000,47,2,2,1,1,0
300000,52,2,2,1,1,0
470000,66,2,2,1,1,0
245000,49,2,2,1,1,0
225000,47,2,2,1,1,0
685900,96,3,3,1,2,1
485000,68,2,2,1,2,1
849100,90,3,2,1,3,0
278000,50,2,2,1,1,0
830000,98,3,3,1,2,0
418000,70,3,2,1,2,0
825000,115,3,4,3,2,1
670000,103,3,4,3,2,0
950000,223,3,4,3,4,0
1400000,152,3,4,3,2,0
485600,68,2,2,1,2,1
385000,60,2,2,1,1,0
678900,119,3,3,1,2,0
698500,103,3,3,1,2,0
700000,150,4,3,1,2,0
370000,64,2,2,1,1,0
228000,45,2,2,1,1,0
585000,80,3,2,1,2,0
828900,115,3,4,3,2,1
653000,103,4,3,1,2,0
685000,96,3,3,1,2,1
480000,68,2,2,1,2,1
260000,46,2,2,1,1,0
750000,101,3,4,3,2,0
653000,103,3,3,1,2,0
687000,96,3,3,1,2,1
385000,60,2,2,1,1,0
679500,119,4,3,1,2,0
415000,68,3,2,1,2,0
162000,41,2,2,1,1,0
164000,42,2,2,1,1,0
230000,51,2,2,1,1,0
202000,47,2,2,1,1,0
233000,54,2,2,1,1,0
189000,49,2,2,1,1,0
200000,45,2,2,1,1,0
162000,43,2,2,1,1,0
150000,47,2,2,1,1,0
210000,51,2,2,1,1,0
169000,40,2,2,1,1,0
229000,52,2,2,1,1,0
250000,50,2,2,1,1,0
209000,50,2,2,1,1,0
210000,48,2,2,1,1,0
235000,46,2,2,1,1,0
198000,45,2,2,1,1,0
270000,48,2,2,1,1,0
215000,48,2,2,1,1,0
240000,55,2,2,1,1,0
229000,57,2,2,1,1,0
250000,44,2,2,1,1,0
210000,67,3,2,1,1,0
250000,58,2,2,1,1,0
186000,47,2,2,1,1,0
225000,47,2,2,1,1,0
165000,49,2,2,1,1,0
122000,56,2,2,1,1,0
120000,48,2,2,1,1,0
125000,50,2,2,1,1,0
70000,48,2,2,1,1,0
72000,50,2,2,1,1,0
65000,48,2,2,1,1,0
110000,52,2,2,1,1,0
85000,40,2,2,1,1,0
110000,40,2,2,1,1,0
84000,49,2,2,1,1,0
137900,57,2,2,1,1,0
120000,51,2,2,1,1,0
120000,45,2,2,1,1,0
110000,42,2,2,1,1,0
115000,48,2,2,1,1,0
80000,50,2,2,1,1,0
110000,42,2,2,1,1,0
110000,42,1,2,1,1,0
110000,40,1,2,1,1,0
140000,47,2,2,1,1,0
95000,47,2,2,1,1,0
77000,60,2,2,1,1,0
150000,42,2,2,1,1,0
85000,50,2,2,1,1,0
164000,46,2,2,1,1,0
120000,48,2,2,1,1,0
140000,47,2,2,1,1,0
90000,45,2,2,1,1,0
182900,41,2,2,1,1,0
169900,41,2,1,0,1,1
255000,57,2,2,1,1,0
238600,48,2,2,1,1,0
220000,44,2,2,1,1,0
205000,50,2,2,1,1,0
260000,72,3,2,1,1,0
169900,41,2,1,0,1,1
350000,65,2,2,1,1,0
320000,66,3,2,1,1,0
270000,50,2,2,1,1,0
350000,76,3,2,1,1,0
290000,55,2,2,1,1,0
183017,40,2,2,1,1,0
250000,48,2,2,1,1,0
259000,63,2,2,1,1,0
280000,63,3,2,1,1,0
360000,76,3,2,1,1,0
199000,48,2,2,1,1,0
245000,55,2,2,1,1,0
270000,63,2,2,1,1,0
270000,65,2,2,1,1,0
280000,64,2,2,1,1,0
220000,47,2,2,1,1,0
195000,55,2,2,1,1,0
255000,64,2,2,1,1,0
250000,50,2,2,1,1,0
490000,130,3,2,1,1,0
1250000,146,4,3,2,4,0
190000,43,1,2,1,1,0
150000,56,2,2,1,1,0
128000,56,3,2,1,1,0
130000,52,2,2,1,1,0
135000,52,3,2,1,1,0
165000,53,2,2,1,1,0
135000,56,3,2,1,1,0
400000,50,2,2,1,1,0
95000,49,2,2,1,1,0
169000,58,2,2,1,1,0
143100,58,3,2,1,1,0
144900,49,2,2,1,1,0
153000,48,2,2,1,1,0
140000,60,2,2,1,1,0
185000,42,2,2,1,1,0
450000,70,2,2,1,2,0
169000,58,2,2,1,1,0
120000,56,2,2,1,1,0
130000,48,2,2,1,1,0
144900,56,2,2,1,1,0
190000,45,2,2,1,1,0
135000,43,2,2,1,1,0
99842,38,2,2,1,1,0
135000,56,2,2,1,1,0
158000,38,2,2,1,1,0
144900,56,2,2,1,1,0
7080000,275,4,5,4,5,0
1100000,131,3,3,1,1,0
1060000,137,3,3,1,1,0
10000000,343,4,7,4,5,0
1100000,130,3,3,1,1,0
1200000,120,3,2,1,1,0
790000,92,2,2,1,1,0
7765616,279,4,6,4,4,0
9979947,343,4,6,4,5,0
6750000,275,4,6,4,4,0
3850000,200,2,4,2,3,0
7500000,275,4,5,4,4,0
850000,108,3,2,1,1,0
1105000,45,1,2,1,1,0
900000,90,2,3,1,1,0
4900000,201,4,5,4,3,0
4900000,201,3,5,3,3,0
600000,78,2,2,1,1,0
1100000,110,3,3,1,1,0
120000,50,2,2,1,1,0
165000,50,2,2,1,1,0
240000,47,2,2,1,1,0
170000,41,2,2,1,1,0
120000,50,2,2,1,1,0
130000,50,2,2,1,1,0
150000,50,2,2,1,1,0
190000,48,3,2,1,1,0
190000,52,3,2,1,1,0
160000,44,2,2,1,1,0
185000,59,2,2,1,1,0
189000,47,2,2,1,1,0
85000,49,2,2,1,1,0
151000,52,2,2,1,1,0
135000,48,2,2,1,1,0
800000,90,3,3,1,1,0
220000,43,2,2,1,1,0
168000,46,2,2,1,1,0
170000,41,2,2,1,1,0
190000,46,2,2,1,1,0
160000,48,2,2,1,1,0
140000,45,2,2,1,1,0
180000,46,2,2,1,1,0
210000,56,3,2,1,1,0
290000,68,3,2,1,1,0
180000,47,2,2,1,1,0
210000,57,3,2,1,1,0
150000,52,2,2,1,1,0
169900,41,2,2,1,1,0
235000,48,2,2,1,1,0
185000,50,2,2,1,1,0
175000,41,2,2,1,1,0
174900,41,2,2,1,1,0
179900,42,2,2,1,1,0
174900,41,2,2,1,1,0
174000,40,2,2,1,1,0
290000,70,3,2,1,1,0
241000,51,2,2,1,1,0
149900,41,2,2,1,1,0
169900,41,2,2,1,1,0
174000,40,2,2,1,1,0
174900,41,2,2,1,1,0
159900,38,2,2,1,1,0
220000,55,2,2,1,1,0
233000,55,2,2,1,1,0
169000,39,2,2,1,1,0
179900,41,2,2,1,1,0
270000,50,2,2,1,1,0
343240,65,3,2,1,1,0
174900,41,2,2,1,1,0
360000,64,3,2,1,1,0
190000,55,3,2,1,1,0
232999,55,2,2,1,1,0
170000,56,2,2,1,1,0
199000,40,2,2,1,1,0
168910,45,2,1,0,1,1
203000,40,2,2,1,1,0
240000,43,2,2,1,1,0
265000,40,2,2,1,1,0
195000,44,2,2,1,1,0
200000,45,2,2,1,1,1
146220,38,2,1,0,1,1
169000,40,2,2,1,1,0
210000,40,2,2,1,1,0
85000,32,1,2,1,1,1
195000,40,2,2,1,1,0
98000,53,2,2,1,1,0
175000,55,2,2,1,1,0
250000,52,2,2,1,1,0
175000,37,2,2,1,1,0
159000,36,2,2,1,1,0
203000,40,2,2,1,1,0
147974,38,2,1,0,1,1
175000,37,2,2,1,1,0
120000,45,2,2,1,1,0
199000,44,2,2,1,1,0
203000,40,2,2,1,1,0
165000,36,2,2,1,1,0
250000,90,2,2,1,1,0
165000,36,2,2,1,1,0
240000,48,2,2,1,1,0
212000,46,2,2,1,1,0
276596,49,2,2,1,1,0
152900,37,2,2,1,1,0
274999,65,3,2,1,1,0
233999,55,2,2,1,1,0
169900,37,2,2,1,1,0
243999,57,2,2,1,1,0
180000,51,3,2,1,1,0
169900,37,2,2,1,1,0
166797,39,2,2,1,1,0
175000,57,3,2,1,1,0
171000,50,2,2,1,1,0
235000,45,2,2,1,1,0
186000,55,3,2,1,1,0
180000,47,2,2,1,1,0
296800,45,2,2,1,1,0
265000,45,2,2,1,1,0
165000,56,2,2,1,1,0
265000,45,2,2,1,1,0
742000,152,3,4,1,2,0
419000,70,2,2,1,1,0
185000,38,2,2,1,1,0
260000,55,2,2,1,1,0
221000,48,2,2,1,1,1
235450,47,2,2,1,1,0
221000,47,2,2,1,1,0
165000,48,2,2,1,1,0
144900,37,2,1,0,1,1
165000,50,2,2,1,1,0
150000,43,2,2,1,1,0
180000,70,3,2,1,1,0
130000,42,1,2,1,1,0
185000,52,2,2,1,1,0
155000,43,2,2,1,1,0
144900,37,2,1,0,1,1
150000,54,2,2,1,1,0
168000,42,1,2,1,1,0
180000,52,3,2,1,1,0
160000,47,2,2,1,1,0
169900,54,2,2,1,1,0
165000,50,2,2,1,1,0
160000,43,3,2,1,1,0
45000,40,2,2,1,1,0
180000,43,2,2,1,1,0
165000,47,2,2,1,1,0
200000,43,2,2,1,1,0
165000,45,2,2,1,1,0
200000,50,2,2,1,1,0
190000,52,2,2,1,1,0
205000,50,2,2,1,1,0
165000,48,2,2,1,1,0
190000,52,2,2,1,1,0
190000,50,2,2,1,1,0
165000,54,2,2,1,1,0
219000,56,2,2,1,1,0
169900,54,2,2,1,1,0
198500,50,2,2,1,1,0
190000,52,2,2,1,1,0
157900,37,2,2,1,1,0
200000,47,2,2,1,1,0
204899,46,2,2,1,1,0
149900,41,2,2,1,1,0
149900,41,2,2,1,1,0
215000,45,2,2,1,1,0
197900,47,2,2,1,1,0
300000,60,3,2,1,1,0
210000,50,2,2,1,1,0
199900,45,2,2,1,1,0
204900,46,2,2,1,1,0
245000,46,2,2,1,1,0
149900,42,2,2,1,1,0
170000,42,2,2,1,1,0
315000,59,3,2,1,1,0
239000,49,2,2,1,1,0
220000,50,2,2,1,1,0
236825,48,2,2,1,1,0
313967,58,3,2,1,1,0
262089,58,3,2,1,1,0
260000,58,3,2,1,1,0
199900,43,2,2,1,1,1
169000,40,2,2,1,1,0
225000,52,2,2,1,1,0
200000,50,2,2,1,1,0
238000,60,3,2,1,1,0
229000,46,2,2,1,1,0
240000,48,2,2,1,1,0
199000,47,2,2,1,1,0
430000,66,2,2,1,1,0
410000,58,2,2,1,1,1
239000,60,2,2,1,1,0
319900,60,2,2,1,1,0
321000,51,2,2,1,1,0
540000,126,3,4,1,3,0
300000,55,2,2,1,1,0
610000,78,3,2,1,2,1
380000,70,3,2,1,2,0
390000,60,2,2,1,1,0
269000,48,2,2,1,1,1
450000,65,2,2,1,1,0
490000,72,3,2,1,2,0
385000,70,2,2,1,1,0
335000,52,2,2,1,2,0
330000,63,2,2,1,1,0
399000,60,2,2,1,1,0
250000,64,2,2,1,1,0
370000,60,2,2,1,1,0
169500,34,2,2,1,1,0
330000,70,3,2,1,1,0
800000,280,5,2,3,3,0
169500,34,2,2,1,1,0
430000,82,3,2,1,1,0
290000,48,2,2,1,1,0
330000,51,2,2,1,1,0
290000,57,2,2,1,1,0
398000,74,3,2,1,2,0
250000,48,2,2,1,1,0
436000,74,3,2,1,2,0
240000,48,2,2,1,1,0
220000,60,2,2,1,1,0
199000,40,2,2,1,1,0
280000,51,2,2,1,1,0
240000,48,2,2,1,1,0
259000,50,2,2,1,1,0
255000,48,2,2,1,1,0
195000,48,1,2,1,1,0
255000,53,2,2,1,1,0
300000,55,2,2,1,1,0
270000,48,2,2,1,1,0
250000,65,2,2,1,1,0
230000,60,2,2,1,1,0
250000,55,2,2,1,1,0
199000,40,2,2,1,1,0
230000,52,2,2,1,1,0
210000,68,2,2,1,1,0
245000,46,2,2,1,1,0
225000,54,2,2,1,1,0
290000,50,2,2,1,1,0
239000,53,2,2,1,1,0
170000,40,2,2,1,1,1
240000,48,2,2,1,1,0
400000,63,2,2,1,1,0
320000,50,2,2,1,1,0
320000,50,2,2,1,1,0
270000,56,2,2,1,1,0
190800,45,2,2,1,1,0
310000,56,2,2,1,1,0
240000,55,2,2,1,1,0
234000,57,2,2,1,1,0
320000,58,2,2,1,1,0
320000,58,2,2,1,1,0
360000,56,2,2,1,1,0
250000,58,2,2,1,1,0
260000,53,2,2,1,1,0
310000,56,2,2,1,1,0
184900,45,2,2,1,1,0
189700,58,2,2,1,1,0
280000,56,2,2,1,1,0
235000,50,2,2,1,1,0
239000,63,3,2,1,1,0
149900,47,2,2,1,1,0
320000,60,2,2,1,1,0
385000,146,3,2,1,1,0
235000,50,2,2,1,1,0
200000,49,2,2,1,1,0
392000,60,3,2,1,1,0
355000,56,2,2,1,1,0
189700,58,2,2,1,1,0
260000,65,3,2,1,1,0
240000,44,2,2,1,1,0
315000,56,2,2,1,1,0
252900,46,2,2,1,1,0
390000,64,2,2,1,1,0
370000,65,2,2,1,1,0
430000,75,2,2,1,2,0
410000,76,3,2,1,2,0
299700,60,3,2,1,1,0
319000,59,3,2,1,1,0
413930,81,3,1,0,2,1
410000,75,2,2,1,2,0
477000,76,3,2,1,2,0
330000,68,3,2,1,1,0
399000,78,3,2,1,1,0
480000,90,3,2,1,1,0
370000,64,2,2,1,1,0
410000,76,3,2,1,2,0
358000,60,3,2,1,1,0
450000,75,3,2,1,2,0
340000,64,2,2,1,1,0
430000,75,3,2,1,1,0
475000,64,2,2,1,1,0
450000,75,3,2,1,2,0
440000,75,3,2,1,2,0
410000,76,3,2,1,2,0
265000,46,2,2,1,1,0
450000,75,3,2,1,2,0
340000,60,3,2,1,1,0
280000,51,2,2,1,1,0
220000,43,2,2,1,1,0
450000,75,3,2,1,1,0
410000,76,3,2,1,2,0
385000,65,2,2,1,1,0
199000,47,2,2,1,1,0
240000,65,3,2,1,1,0
220000,47,2,2,1,1,0
180000,57,2,2,1,1,0
205000,52,2,2,1,1,0
199999,44,2,2,1,1,0
147900,41,2,1,0,1,1
190000,57,2,2,1,1,0
155000,53,2,2,1,1,0
190000,53,2,2,1,1,0
200009,44,2,2,1,1,0
147900,41,2,1,0,1,1
195000,47,2,2,1,1,0
190000,53,2,2,1,1,0
180000,45,2,2,1,1,0
195000,50,2,2,1,1,0
189000,40,2,2,1,1,0
252000,61,3,2,0,2,1
220000,51,2,2,1,1,0
169000,49,2,2,1,1,0
219000,50,2,2,1,1,0
212000,44,2,2,1,1,0
185000,44,2,2,1,1,0
222000,50,2,2,1,1,0
400000,61,2,2,1,1,0
245000,44,2,2,1,1,0
202000,47,2,2,1,1,0
260000,44,2,2,1,1,0
240000,53,2,2,1,1,0
185000,40,2,2,1,1,0
300000,52,2,2,1,1,0
200000,45,2,2,1,1,0
742000,152,3,4,1,2,0
280000,60,2,2,1,1,0
185000,40,2,2,1,1,0
1600000,304,5,5,2,4,0
520000,128,3,2,1,3,0
240000,50,2,2,1,1,1
170000,44,2,2,1,1,0
185000,48,2,2,1,1,0
340000,97,3,2,1,1,0
225000,51,2,2,1,1,0
196000,55,2,2,1,1,0
260000,52,2,2,1,1,0
190000,45,2,2,1,1,0
225000,52,2,2,1,1,0
190000,52,2,2,1,1,0
185000,38,2,2,1,1,0
199000,49,2,2,1,1,0
160000,44,2,2,1,1,0
180000,52,1,2,1,1,0
250000,54,2,2,1,1,0
210000,56,3,2,1,1,0
230000,55,2,2,1,1,0
600000,220,3,3,1,3,0
220000,49,2,2,1,1,0
620000,128,3,3,1,3,0
182000,63,2,2,1,1,0
200000,62,2,2,1,1,0
190000,57,2,2,1,1,0
180000,50,2,2,1,1,0
239000,58,3,2,1,1,0
165000,54,2,2,1,1,0
190000,62,2,2,1,1,0
190000,56,2,2,1,1,0
241917,94,3,2,1,1,0
197000,56,2,2,1,1,0
185000,54,2,2,1,1,0
197000,56,2,2,1,1,0
129000,48,2,2,1,1,0
200000,54,2,2,1,1,0
201400,50,2,2,1,1,0
230000,60,2,2,1,1,0
230000,63,2,2,1,1,0
200000,49,2,2,1,1,0
220000,60,2,2,1,1,0
198000,50,2,2,1,1,0
192000,50,2,2,1,1,0
220000,50,2,2,1,1,0
200000,50,2,2,1,1,0
210000,50,2,2,1,1,0
210000,50,2,2,1,1,0
190000,60,2,2,1,1,0
160000,52,2,2,1,1,0
220000,50,2,2,1,1,0
210000,54,2,2,1,1,0
185000,52,2,2,1,1,0
187000,56,2,2,1,1,0
650000,82,3,3,1,2,0
350000,65,3,2,1,1,0
393899,60,2,2,1,1,0
445000,50,2,2,1,1,0
995000,127,3,5,3,2,0
767000,124,3,2,1,2,1
2700000,264,3,4,3,4,0
630000,78,3,2,1,2,0
899999,132,4,4,3,3,0
1390000,152,3,5,3,2,0
680000,81,2,2,1,2,0
699990,97,3,3,1,2,0
350000,91,4,2,1,1,0
780000,92,3,3,1,2,0
550000,73,3,2,1,2,0
310000,47,2,2,1,1,0
755000,120,3,3,1,2,0
1310000,165,3,5,3,3,0
780000,93,3,3,1,2,0
1250000,130,3,4,1,2,0
650000,81,3,2,1,2,0
1729000,171,3,5,3,3,0
979600,124,3,3,1,2,0
1240000,132,4,4,2,2,0
768000,124,3,2,1,2,1
280000,45,2,2,1,1,0
680000,106,3,3,1,2,0
240000,90,2,2,1,1,0
240000,48,2,2,1,1,0
250000,60,2,2,1,1,0
220000,46,2,2,1,1,0
400000,80,3,2,1,1,0
260000,58,2,2,1,1,0
250000,51,2,2,1,1,0
238000,51,2,2,1,1,0
178000,48,2,2,1,1,0
270000,54,2,2,1,1,0
243000,44,2,2,1,1,0
260000,47,2,2,1,1,1
227000,44,2,2,1,1,0
250000,47,2,2,1,1,0
223000,52,2,2,1,1,0
189900,47,2,2,1,1,0
239900,57,2,2,1,1,0
210000,52,2,2,1,1,0
239000,57,2,2,1,1,0
190000,47,2,2,1,1,0
240000,46,2,2,1,1,0
245000,47,2,2,1,1,0
239900,57,2,2,1,1,0
226000,48,2,2,1,1,0
240000,50,2,2,1,1,0
259000,52,2,2,1,1,0
243800,55,2,2,1,1,0
230000,47,2,2,1,1,0
235000,50,2,2,1,1,0
290000,54,3,2,1,1,0
365000,58,2,2,1,1,0
810000,109,3,2,1,2,0
280000,56,2,2,1,1,0
745000,104,3,3,1,2,0
1100000,109,3,2,1,2,0
725000,92,3,2,1,2,0
399000,74,3,3,1,2,0
990000,124,3,2,1,2,0
620000,75,3,2,1,2,0
177000,40,2,1,0,1,1
245000,48,2,2,1,1,0
275600,49,2,2,1,1,0
550000,97,3,3,1,2,0
280000,49,2,2,1,1,0
790000,104,3,3,1,2,0
949999,104,2,2,1,2,0
789990,109,3,3,1,2,0
683400,81,3,2,1,2,0
370000,56,2,2,1,1,0
446958,55,2,2,1,1,0
840000,105,2,3,2,2,0
320000,65,2,2,1,1,0
529000,60,2,2,1,1,0
453952,55,2,2,1,1,0
500000,84,3,2,1,2,0
1060000,117,2,3,2,3,0
890000,124,4,2,1,2,0
520000,81,3,2,1,2,0
230000,50,2,2,1,1,0
950000,152,3,3,2,4,0
210000,47,2,2,1,1,0
265000,53,2,2,1,1,0
180000,44,2,2,1,1,0
205000,47,2,2,1,1,0
210000,47,2,2,1,1,0
760000,152,3,4,1,2,0
1200000,300,3,5,1,3,0
198800,55,2,2,1,1,0
346218,54,2,2,1,1,0
205000,47,2,2,1,1,0
169900,41,2,1,0,1,1
800000,152,3,4,1,2,0
260000,50,2,2,1,1,0
310000,53,2,2,1,1,0
330000,70,2,3,2,2,0
240000,49,2,2,1,1,0
169900,41,2,1,0,1,1
220000,54,2,2,1,1,0
1600000,300,4,3,2,4,0
260000,50,2,2,1,1,0
850000,125,3,3,1,2,0
220000,45,2,2,1,1,0
200000,42,2,2,1,1,0
192000,53,2,2,1,1,0
160000,54,2,2,1,1,0
200000,42,2,2,1,1,0
499999,79,3,2,1,2,0
520000,112,3,3,1,2,0
219900,39,2,2,1,1,0
490000,73,3,2,1,2,0
590000,79,3,2,1,2,0
229000,40,2,2,1,1,1
265000,60,2,2,1,1,0
315900,51,2,2,1,1,0
299000,54,2,2,1,1,0
219900,39,2,2,1,1,0
399000,61,2,2,1,1,0
326000,70,2,2,1,1,0
189000,37,3,2,1,1,1
230000,45,2,2,1,1,0
260000,50,2,2,1,1,0
322000,61,3,2,1,1,0
540000,69,3,2,1,2,0
260000,52,2,2,1,1,0
275000,51,2,2,1,1,0
590000,100,3,3,2,2,0
249000,49,2,2,1,1,0
329000,63,3,2,1,1,0
177000,38,1,2,1,1,0
317000,51,2,2,1,1,0
480000,79,3,2,1,2,0
374900,51,2,2,0,1,1
290000,70,3,2,1,1,0
400000,64,2,2,1,1,0
249000,48,2,2,1,1,0
244900,49,2,2,1,1,0
350000,64,3,2,1,1,0
229000,42,2,2,1,1,0
221000,56,2,2,1,1,0
295000,49,2,2,1,1,0
240000,34,1,2,1,1,0
305000,53,2,2,1,1,0
219000,41,2,2,1,1,0
665000,152,4,2,1,3,1
235000,42,2,2,1,1,0
360000,55,2,2,1,1,0
333000,52,2,2,1,1,0
235000,34,1,2,1,1,0
300000,48,2,2,1,1,0
725000,93,3,3,1,2,0
286000,51,2,1,0,1,1
375000,66,3,2,1,1,0
280000,52,2,2,1,1,0
370000,47,2,2,1,1,0
199000,40,2,2,1,1,0
400000,55,2,2,1,1,0
330000,65,3,2,1,1,0
350000,65,2,2,1,1,0
628000,74,3,3,2,2,0
250000,56,2,2,1,1,0
367000,56,2,2,1,1,0
183900,41,2,2,1,1,0
184900,41,2,1,0,1,1
316387,49,2,2,1,1,0
370000,74,2,2,1,1,0
189000,37,2,2,1,1,0
529000,63,2,2,1,1,0
316387,49,2,2,1,1,0
184900,41,2,1,0,1,1
400000,53,2,2,1,1,0
490000,89,2,2,1,1,0
694000,79,3,2,1,2,0
229000,45,2,2,1,1,1
219000,45,2,2,1,1,0
229000,45,2,2,1,1,1
330000,63,2,2,1,1,0
316387,46,2,2,1,1,0
183900,41,2,2,1,1,0
229000,45,2,2,1,1,1
189900,40,2,2,1,1,0
650000,144,3,4,2,1,0
240000,45,2,2,1,1,0
183550,40,2,2,1,1,0
366700,51,1,2,1,1,0
250000,40,1,2,1,1,0
193900,42,2,2,1,1,0
420000,63,3,2,1,2,0
409000,54,2,2,1,1,0
835000,103,2,4,2,1,0
470000,59,2,2,1,1,0
229000,45,2,2,1,1,1
381700,71,3,3,0,2,1
360000,64,2,2,1,1,0
200000,43,1,2,1,1,0
183900,41,2,2,1,1,1
229000,45,2,2,1,1,1
316387,49,2,2,1,1,0
470000,38,1,2,1,1,0
229000,45,2,2,1,1,1
240000,40,1,2,1,1,0
207040,41,2,2,1,1,0
890000,91,3,2,1,2,0
750000,86,2,2,1,2,0
320000,61,2,2,1,1,0
196900,41,2,2,1,1,0
460000,63,2,2,1,1,0
390000,52,2,2,1,1,0
300000,48,2,2,1,1,0
524900,71,2,2,1,1,0
316387,49,2,2,1,1,0
972611,70,3,2,1,1,0
237000,34,2,2,1,1,0
639999,68,2,2,1,2,0
490000,89,2,2,1,1,0
376222,59,2,2,1,1,0
798000,73,2,2,1,2,0
700000,91,3,3,1,2,0
910000,135,3,3,1,1,0
720000,70,2,2,1,2,0
745000,70,2,2,1,2,0
1500000,148,3,4,3,3,0
692000,60,2,2,1,1,0
900000,109,3,4,3,2,0
760000,70,2,2,1,2,0
1150800,147,4,3,0,2,1
1230000,117,3,4,1,2,0
430000,53,2,2,1,2,0
550000,35,1,2,1,1,0
1100000,130,3,3,1,2,0
1050000,128,3,4,1,1,0
377000,37,1,2,1,1,0
1070000,60,1,2,1,2,0
3750000,274,3,2,3,4,0
1080000,89,2,3,2,2,0
2500000,227,4,6,3,4,0
360100,61,3,2,0,1,1
3800000,310,4,6,4,4,0
965000,123,3,2,1,2,0
3059657,220,4,5,3,4,0
757000,70,2,2,1,2,0
2650000,223,3,4,3,4,0
2540000,220,3,5,3,4,0
1850000,154,3,5,3,3,0
800000,71,2,2,1,2,0
960000,120,3,4,1,2,0
1150780,100,3,3,2,2,0
1350000,118,3,5,3,2,0
155000,30,1,2,1,1,0
340000,60,2,2,1,1,0
1380000,163,3,5,3,3,0
350000,58,2,2,1,1,0
530000,61,2,2,1,1,0
410000,60,3,2,1,1,0
369000,95,2,2,1,1,0
230000,50,2,2,1,1,0
310000,45,2,2,1,1,0
350000,76,2,2,1,1,0
279990,50,2,2,1,1,1
325000,64,3,2,1,1,0
290000,52,2,2,1,1,0
490000,60,2,2,1,2,0
360000,60,2,2,1,1,0
365000,55,2,2,1,1,0
320000,50,2,2,1,1,0
399000,61,2,2,1,1,0
310000,75,3,2,1,1,0
575000,78,2,2,1,2,0
286000,49,2,2,1,1,0
295000,52,2,2,1,1,0
530000,87,3,3,1,1,0
296000,50,2,2,1,1,0
399000,79,2,2,1,1,0
264990,50,2,2,1,1,1
390000,67,3,2,1,1,0
510000,77,2,2,1,2,0
425000,72,3,2,1,2,0
300000,49,2,2,1,1,0
240000,50,2,2,1,1,0
229000,48,2,2,1,1,0
215000,51,2,2,1,1,0
250000,50,2,2,1,1,0
650000,104,2,3,2,2,0
315000,67,3,2,1,1,0
380000,92,3,2,1,1,0
250000,55,2,2,1,1,0
149000,40,2,2,1,1,0
226000,62,2,2,1,1,0
220000,47,2,2,1,1,0
215000,51,2,2,1,1,0
214000,53,2,2,1,1,0
210000,42,2,2,1,1,0
199900,40,2,2,1,1,0
245000,54,2,2,1,1,0
340000,51,2,2,1,1,0
290000,58,3,2,1,1,0
199000,40,2,2,1,1,1
260000,52,2,2,1,1,0
260000,48,2,2,1,1,1
580000,98,3,3,2,1,0
320000,65,3,2,1,1,0
290000,68,3,2,1,1,0
222000,51,2,2,1,1,0
270000,52,2,2,1,1,0
260000,55,2,2,1,1,0
150290,40,2,1,0,1,1
165000,52,2,2,1,1,0
209500,49,2,2,1,1,0
260000,56,2,2,1,1,0
235000,35,1,2,1,1,0
150290,40,2,1,0,1,1
265000,57,2,2,1,1,0
178000,50,2,2,1,1,0
170000,42,2,2,1,1,1
230000,49,2,2,1,1,0
210000,50,2,2,1,1,0
217000,43,2,1,0,1,1
275000,68,3,2,1,1,0
235000,49,2,2,1,1,0
190000,49,2,2,1,1,0
230000,62,2,2,1,1,0
215000,54,2,2,1,1,0
550000,180,3,4,1,2,0
163447,43,2,1,0,1,1
440000,136,3,2,1,1,0
190000,49,2,2,1,1,0
195000,45,2,2,1,1,0
202814,43,2,1,0,1,1
190000,39,2,2,1,1,0
270000,60,3,2,1,1,0
205000,48,2,2,1,1,0
195000,45,2,2,1,1,0
275000,60,2,2,1,1,0
295000,60,2,2,1,1,0
299000,68,3,2,1,1,0
277000,64,2,2,1,1,0
450000,66,3,2,1,2,0
303000,48,2,2,1,1,0
279000,65,2,2,1,1,0
290000,65,3,2,1,1,0
213000,46,2,2,1,1,0
310000,70,2,2,1,2,0
350000,69,3,2,1,1,0
330000,65,3,2,1,1,0
330000,64,3,2,1,1,0
300000,55,2,2,1,1,0
305000,60,2,2,1,1,0
330000,62,2,2,1,1,0
320000,65,3,2,1,1,0
310000,65,3,2,1,1,0
370000,67,3,2,1,1,0
310000,65,2,2,1,1,0
300000,62,2,2,1,1,0
330000,64,3,2,1,1,0
280000,55,2,2,1,1,0
440000,70,2,2,1,1,0
